year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-03-22,Eastbound,Light Vehicles,115,32,18,18,40,175,413,566,634,497,513,566,554,603,725,844,959,908,820,449,246,173,143,92,0,0
2024,2024-03-22,Eastbound,Heavy Vehicles,50,24,21,41,77,169,291,292,253,255,218,211,253,238,265,246,209,160,145,85,59,43,53,33,0,0
2024,2024-03-22,Eastbound,All Vehicles,165,56,39,59,117,344,704,858,887,752,731,777,807,841,990,1090,1168,1068,965,534,305,216,196,125,0,0
2024,2024-03-23,Eastbound,Heavy Vehicles,21,22,23,23,40,75,119,98,104,105,103,112,100,99,97,72,81,46,55,47,30,22,25,24,0,0
2024,2024-03-23,Eastbound,Light Vehicles,59,28,14,27,49,95,237,279,418,520,634,814,770,723,698,638,620,582,474,257,199,195,255,169,0,0
2024,2024-03-23,Eastbound,All Vehicles,80,50,37,50,89,170,356,377,522,625,737,926,870,822,795,710,701,628,529,304,229,217,280,193,0,0
2024,2024-03-25,Eastbound,Light Vehicles,24,13,21,17,51,178,529,614,675,485,421,420,399,396,466,617,861,655,464,207,172,87,49,45,0,0
2024,2024-03-25,Eastbound,Heavy Vehicles,7,11,15,32,85,171,312,293,267,279,227,210,220,220,252,231,220,175,110,59,58,48,47,39,0,0
2024,2024-03-25,Eastbound,All Vehicles,31,24,36,49,136,349,841,907,942,764,648,630,619,616,718,848,1081,830,574,266,230,135,96,84,0,0
2024,2024-03-26,Eastbound,Light Vehicles,94,28,16,23,53,161,518,680,784,495,416,400,362,370,449,680,794,711,476,231,177,93,52,54,0,0
2024,2024-03-26,Eastbound,Heavy Vehicles,49,30,37,60,94,133,346,331,306,239,232,219,222,254,256,269,237,185,125,81,54,58,51,44,0,0
2024,2024-03-26,Eastbound,All Vehicles,143,58,53,83,147,294,864,1011,1090,734,648,619,584,624,705,949,1031,896,601,312,231,151,103,98,0,0
2024,2024-03-27,Eastbound,Heavy Vehicles,61,31,30,34,86,181,347,303,265,269,233,220,250,238,263,273,214,157,133,69,68,62,44,48,0,0
2024,2024-03-27,Eastbound,Light Vehicles,104,25,12,23,52,167,520,670,765,488,410,453,436,409,521,692,829,725,570,303,211,144,86,68,0,0
2024,2024-03-27,Eastbound,All Vehicles,165,56,42,57,138,348,867,973,1030,757,643,673,686,647,784,965,1043,882,703,372,279,206,130,116,0,0
2024,2024-03-28,Eastbound,Heavy Vehicles,44,33,37,51,82,170,306,319,279,264,235,257,231,272,304,246,243,183,133,117,87,65,51,41,0,0
2024,2024-03-28,Eastbound,Light Vehicles,112,26,15,19,45,168,494,618,666,546,560,660,661,764,789,925,1093,914,907,686,550,358,211,133,0,0
2024,2024-03-28,Eastbound,All Vehicles,156,59,52,70,127,338,800,937,945,810,795,917,892,1036,1093,1171,1336,1097,1040,803,637,423,262,174,0,0
2024,2024-03-29,Eastbound,Light Vehicles,139,56,37,45,76,184,334,417,563,693,645,695,693,723,880,637,571,493,438,291,227,143,121,86,0,0
2024,2024-03-29,Eastbound,Heavy Vehicles,48,18,8,19,27,39,61,81,92,78,65,77,61,63,77,77,63,57,58,34,25,13,12,13,0,0
2024,2024-03-29,Eastbound,All Vehicles,187,74,45,64,103,223,395,498,655,771,710,772,754,786,957,714,634,550,496,325,252,156,133,99,0,0
2024,2024-03-30,Eastbound,Heavy Vehicles,8,5,6,9,17,46,49,60,99,75,105,93,91,90,87,81,74,59,65,40,27,14,16,10,0,0
2024,2024-03-30,Eastbound,Light Vehicles,40,33,12,28,30,80,164,215,472,704,1022,1221,1049,937,749,794,722,532,467,286,211,167,135,109,0,0
2024,2024-03-30,Eastbound,All Vehicles,48,38,18,37,47,126,213,275,571,779,1127,1314,1140,1027,836,875,796,591,532,326,238,181,151,119,0,0
2024,2024-04-01,Eastbound,Heavy Vehicles,9,3,7,18,6,23,35,42,59,77,84,72,93,100,84,63,91,52,51,54,50,30,29,21,0,0
2024,2024-04-01,Eastbound,Light Vehicles,43,25,17,12,32,68,135,187,297,455,707,824,822,878,706,695,625,537,436,407,230,152,100,75,0,0
2024,2024-04-01,Westbound,Light Vehicles,44,30,18,33,68,123,115,182,387,728,1023,1001,726,601,867,822,984,723,587,397,333,228,75,36,0,0
2024,2024-04-01,Westbound,Heavy Vehicles,6,9,4,7,18,34,18,41,61,87,124,132,92,72,93,85,103,78,61,63,52,30,19,17,0,0
2024,2024-04-01,Eastbound,All Vehicles,52,28,24,30,38,91,170,229,356,532,791,896,915,978,790,758,716,589,487,461,280,182,129,96,0,0
2024,2024-04-01,Westbound,All Vehicles,50,39,22,40,86,157,133,223,448,815,1147,1133,818,673,960,907,1087,801,648,460,385,258,94,53,0,0
2024,2024-04-03,Westbound,Heavy Vehicles,25,14,18,63,147,236,280,236,216,263,250,264,216,224,231,201,182,148,101,71,61,51,43,18,0,0
2024,2024-04-03,Eastbound,Heavy Vehicles,52,30,23,43,72,169,313,303,277,260,188,213,236,237,251,249,231,168,132,81,72,61,39,34,0,0
