year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-02-20,Southbound,Heavy Vehicles,20,22,26,31,31,82,153,163,137,143,118,114,78,83,93,72,69,72,41,40,45,24,19,29,0,0
2024,2024-02-20,Southbound,All Vehicles,50,45,37,40,61,214,437,566,482,468,404,411,385,384,383,381,427,413,274,212,180,115,70,69,0,0
2024,2024-02-21,Southbound,Light Vehicles,31,29,5,8,22,118,261,427,420,364,299,284,311,332,338,388,370,323,212,154,125,78,59,44,0,0
2024,2024-02-21,Southbound,Heavy Vehicles,14,20,23,32,42,90,165,139,159,175,136,103,85,90,98,92,88,68,60,37,34,30,19,19,0,0
2024,2024-02-21,Southbound,All Vehicles,45,49,28,40,64,208,426,566,579,539,435,387,396,422,436,480,458,391,272,191,159,108,78,63,0,0
2024,2024-02-22,Southbound,Heavy Vehicles,15,17,28,24,40,89,142,149,140,129,,,95,82,87,88,65,60,60,37,35,31,20,27,0,0
2024,2024-02-22,Southbound,Light Vehicles,22,25,17,13,36,118,260,403,354,312,,,326,400,348,384,386,313,212,214,201,126,100,43,0,0
2024,2024-02-22,Southbound,All Vehicles,37,42,45,37,76,207,402,552,494,441,,,421,482,435,472,451,373,272,251,236,157,120,70,0,0
2024,2024-02-23,Southbound,Light Vehicles,51,24,22,9,38,124,231,325,315,341,346,486,531,538,691,643,680,556,523,445,264,183,99,62,0,0
2024,2024-02-23,Southbound,Heavy Vehicles,20,18,36,44,35,86,151,154,133,146,114,113,111,108,131,107,76,69,77,61,34,34,26,18,0,0
2024,2024-02-23,Southbound,All Vehicles,71,42,58,53,73,210,382,479,448,487,460,599,642,646,822,750,756,625,600,506,298,217,125,80,0,0
2024,2024-02-24,Southbound,Light Vehicles,51,65,46,39,19,41,96,229,340,489,597,665,721,741,687,633,608,479,353,290,223,147,124,72,0,0
2024,2024-02-24,Southbound,Heavy Vehicles,16,11,15,19,17,29,36,53,52,50,72,52,70,70,64,52,52,47,33,30,24,17,18,5,0,0
2024,2024-02-24,Southbound,All Vehicles,67,76,61,58,36,70,132,282,392,539,669,717,791,811,751,685,660,526,386,320,247,164,142,77,0,0
2024,2024-02-25,Southbound,Heavy Vehicles,5,13,17,14,7,18,16,25,26,39,59,45,69,53,70,71,74,76,72,46,32,21,23,17,0,0
2024,2024-02-25,Southbound,Light Vehicles,68,101,83,21,12,39,79,121,233,345,466,644,808,958,1060,1115,1166,1141,812,591,425,315,144,98,0,0
2024,2024-02-25,Southbound,All Vehicles,73,114,100,35,19,57,95,146,259,384,525,689,877,1011,1130,1186,1240,1217,884,637,457,336,167,115,0,0
2024,2024-02-26,Southbound,Heavy Vehicles,12,21,19,15,37,78,130,125,119,131,111,97,83,66,80,58,59,57,46,35,32,27,17,20,0,0
2024,2024-02-26,Southbound,Light Vehicles,83,77,86,22,36,150,228,371,351,302,304,411,461,515,475,423,372,310,248,172,166,110,75,49,0,0
2024,2024-02-26,Southbound,All Vehicles,95,98,105,37,73,228,358,496,470,433,415,508,544,581,555,481,431,367,294,207,198,137,92,69,0,0
2024,2024-02-27,Southbound,Heavy Vehicles,24,21,29,21,38,90,121,165,119,125,99,83,72,81,61,88,65,60,38,39,30,30,15,18,0,0
2024,2024-02-27,Southbound,Light Vehicles,34,64,59,17,33,115,216,316,324,288,252,285,384,381,382,360,331,250,202,178,125,94,48,37,0,0
2024,2024-02-27,Southbound,All Vehicles,58,85,88,38,71,205,337,481,443,413,351,368,456,462,443,448,396,310,240,217,155,124,63,55,0,0
2024,2024-02-28,Southbound,Light Vehicles,27,26,9,14,25,120,254,444,377,332,277,298,337,315,324,332,364,289,218,133,137,104,55,31,0,0
2024,2024-02-28,Southbound,Heavy Vehicles,18,19,27,26,37,99,142,176,137,131,111,97,87,82,88,108,75,65,42,35,29,35,22,11,0,0
